        MR        MRT         R2
 7.913E+02  6.713E+02  7.197E-01
 9.097E+02  3.631E+02  1.593E-01
 1.325E+03  5.209E+02  1.546E-01
 1.614E+03  3.204E+02  3.943E-02
 7.496E+02  3.957E+02  2.786E-01
 1.021E+03  4.343E+02  1.810E-01
 1.741E+03  5.089E+02  8.545E-02
 1.050E+03  5.568E+02  2.811E-01
 3.956E+02  3.323E+02  7.055E-01
 2.320E+03  8.054E+02  1.205E-01
 9.146E+02  4.624E+02  2.556E-01
 7.637E+02  5.909E+02  5.986E-01
 7.647E+02  3.405E+02  1.983E-01
 4.401E+02  5.012E+02  1.297E+00
 6.573E+02  4.153E+02  3.992E-01
 1.009E+03  7.433E+02  5.422E-01
 1.379E+03  6.988E+02  2.568E-01
 8.588E+02  6.494E+02  5.718E-01
 4.600E+02  3.607E+02  6.148E-01
 1.058E+03  4.015E+02  1.441E-01
 1.537E+03  5.725E+02  1.388E-01
 1.298E+03  8.165E+02  3.957E-01
 6.675E+02  4.617E+02  4.785E-01
 9.126E+02  6.363E+02  4.862E-01
 1.450E+03  5.812E+02  1.607E-01
 1.095E+03  3.792E+02  1.198E-01
 7.628E+02  4.607E+02  3.647E-01
 8.146E+02  2.829E+02  1.206E-01
 1.262E+03  6.917E+02  3.002E-01
 2.060E+03  8.984E+02  1.902E-01
 5.412E+02  2.508E+02  2.147E-01
 7.818E+02  2.386E+02  9.317E-02
 8.841E+02  6.623E+02  5.611E-01
 1.000E+03  3.920E+02  1.536E-01
 1.049E+03  6.806E+02  4.209E-01
 9.087E+02  6.219E+02  4.683E-01
 1.675E+03  4.112E+02  6.027E-02
 7.306E+02  3.406E+02  2.173E-01
 1.121E+03  7.601E+02  4.594E-01
 2.930E+03  5.873E+02  4.019E-02
 1.218E+03  7.010E+02  3.312E-01
 2.515E+03  6.450E+02  6.576E-02
 7.652E+02  3.993E+02  2.723E-01
 1.163E+03  3.318E+02  8.134E-02
 9.072E+02  6.532E+02  5.183E-01
 9.913E+02  7.910E+02  6.367E-01
 9.973E+02  7.434E+02  5.557E-01
 2.018E+03  6.466E+02  1.027E-01
 1.128E+03  2.495E+02  4.897E-02
 6.837E+02  5.845E+02  7.308E-01
 5.075E+02  3.125E+02  3.793E-01
 1.070E+03  4.024E+02  1.414E-01
 6.194E+02  4.396E+02  5.037E-01
 7.152E+02  4.317E+02  3.643E-01
 6.386E+02  3.568E+02  3.123E-01
 9.362E+02  6.100E+02  4.245E-01
 8.979E+02  1.383E+02  2.371E-02
 5.628E+02  3.649E+02  4.203E-01
 5.661E+02  3.146E+02  3.089E-01
 2.295E+03  3.722E+02  2.630E-02
 5.116E+02  5.026E+02  9.651E-01
 5.569E+02  8.601E+01  2.385E-02
 1.607E+03  7.519E+02  2.190E-01
 2.141E+03  9.479E+02  1.961E-01
 9.326E+02  7.359E+02  6.227E-01
 1.028E+03  8.344E+02  6.592E-01
 1.021E+03  2.729E+02  7.145E-02
 9.116E+02  7.523E+02  6.809E-01
 6.537E+02  3.125E+02  2.285E-01
 5.711E+02  3.366E+02  3.475E-01
 7.414E+02  5.373E+02  5.253E-01
 2.237E+03  1.191E+02  2.832E-03
 7.331E+02  5.253E+02  5.134E-01
 8.019E+02  3.888E+02  2.351E-01
 9.433E+02  1.419E+02  2.262E-02
 1.189E+03  7.092E+02  3.560E-01
 1.199E+03  1.987E+02  2.745E-02
 6.042E+02  3.304E+02  2.991E-01
 1.434E+03  5.339E+02  1.387E-01
 1.062E+03  4.006E+02  1.422E-01
 2.614E+03  2.812E+02  1.157E-02
 8.204E+02  5.446E+02  4.406E-01
 1.843E+03  3.191E+02  2.997E-02
 5.723E+02  1.310E+02  5.236E-02
 4.694E+02  3.575E+02  5.799E-01
 1.805E+03  2.178E+02  1.456E-02
 1.210E+03  3.943E+02  1.061E-01
 1.193E+03  4.204E+02  1.242E-01
 1.065E+03  5.695E+02  2.862E-01
 1.251E+03  3.860E+02  9.523E-02
 1.088E+03  3.364E+02  9.561E-02
 9.062E+02  3.098E+02  1.169E-01
 9.629E+02  3.537E+02  1.349E-01
 1.082E+03  6.450E+02  3.552E-01
 8.472E+02  1.559E+02  3.384E-02
 1.136E+03  4.663E+02  1.686E-01
 8.690E+02  2.255E+02  6.733E-02
 1.630E+03  9.715E+02  3.551E-01
 6.443E+02  4.454E+02  4.779E-01
 1.368E+03  1.055E+03  5.949E-01
 1.113E+03  6.258E+02  3.159E-01
 9.748E+02  8.015E+02  6.760E-01
 2.174E+03  5.597E+02  6.630E-02
 1.164E+03  7.915E+02  4.621E-01
 5.766E+02  3.883E+02  4.535E-01
 7.197E+02  6.057E+02  7.083E-01
 1.491E+03  7.099E+02  2.267E-01
 6.850E+02  4.331E+02  3.997E-01
 7.514E+02  4.445E+02  3.499E-01
 1.132E+03  5.506E+02  2.365E-01
 1.035E+03  8.093E+02  6.113E-01
 1.703E+03  7.051E+02  1.714E-01
 9.941E+02  6.773E+02  4.641E-01
 8.805E+02  2.691E+02  9.339E-02
 8.709E+02  6.427E+02  5.446E-01
 7.169E+02  4.607E+02  4.130E-01
 1.019E+03  6.648E+02  4.261E-01
 1.705E+03  4.258E+02  6.235E-02
 1.922E+03  6.577E+02  1.171E-01
 5.539E+02  5.038E+02  8.273E-01
 5.820E+02  2.351E+02  1.633E-01
 1.057E+03  6.982E+02  4.362E-01
 5.766E+02  3.979E+02  4.761E-01
 7.081E+02  5.578E+01  6.206E-03
 1.366E+03  4.013E+02  8.628E-02
 1.771E+03  7.393E+02  1.743E-01
 6.874E+02  2.488E+02  1.310E-01
 6.473E+02  4.692E+02  5.254E-01
 7.763E+02  3.595E+02  2.144E-01
 1.154E+03  8.274E+02  5.136E-01
 6.098E+02  5.131E+02  7.080E-01
 2.119E+03  1.209E+03  3.255E-01
 1.273E+03  3.876E+02  9.271E-02
 8.598E+02  4.398E+02  2.616E-01
 5.828E+02  2.448E+02  1.764E-01
 7.105E+02  3.145E+02  1.960E-01
 6.235E+02  3.098E+02  2.469E-01
 1.408E+03  5.161E+02  1.343E-01
 7.010E+02  4.546E+02  4.206E-01
 1.000E+03  3.355E+02  1.126E-01
 5.688E+02  4.824E+02  7.193E-01
 8.958E+02  4.052E+02  2.046E-01
 1.040E+03  4.678E+02  2.024E-01
 8.246E+02  2.717E+02  1.086E-01
 8.966E+02  6.351E+02  5.017E-01
 5.244E+02  2.664E+02  2.580E-01
 9.479E+02  5.923E+02  3.905E-01
 1.296E+03  8.529E+02  4.328E-01
 6.662E+02  3.970E+02  3.551E-01
 1.444E+03  7.534E+02  2.723E-01
 5.524E+02  3.098E+02  3.146E-01
 6.703E+02  3.366E+02  2.521E-01
 4.896E+02  2.952E+02  3.634E-01
 7.004E+02  3.881E+02  3.070E-01
 1.361E+03  4.728E+02  1.206E-01
 1.238E+03  6.750E+02  2.974E-01
 1.071E+03  2.038E+02  3.623E-02
 6.536E+02  4.914E+02  5.652E-01
 1.037E+03  4.929E+02  2.260E-01
 7.948E+02  2.820E+02  1.259E-01
 6.859E+02  4.607E+02  4.513E-01
 5.582E+02  3.571E+02  4.093E-01
 1.081E+03  4.729E+02  1.914E-01
 2.389E+03  7.191E+02  9.063E-02
 1.131E+03  5.408E+02  2.285E-01
 9.085E+02  2.524E+02  7.721E-02
 8.872E+02  7.013E+02  6.249E-01
 5.888E+02  4.228E+02  5.156E-01
 1.022E+03  5.671E+02  3.077E-01
 1.025E+03  7.329E+02  5.109E-01
 6.511E+02  3.142E+02  2.329E-01
 8.340E+02  3.636E+02  1.900E-01
 8.717E+02  5.690E+02  4.261E-01
 9.156E+02  8.134E+02  7.891E-01
 1.355E+03  9.711E+02  5.137E-01
 8.950E+02  5.697E+02  4.051E-01
 8.160E+02  2.054E+02  6.335E-02
 1.134E+03  1.598E+02  1.986E-02
 9.957E+02  3.099E+02  9.684E-02
 1.440E+03  2.863E+02  3.951E-02
 7.292E+02  4.331E+02  3.527E-01
 4.349E+02  3.400E+02  6.111E-01
 7.812E+02  2.639E+02  1.141E-01
 7.436E+02  4.919E+02  4.376E-01
 6.353E+02  4.384E+02  4.762E-01
 8.377E+02  4.578E+02  2.986E-01
 8.212E+02  7.136E+02  7.552E-01
 8.687E+02  5.351E+02  3.794E-01
 1.113E+03  4.811E+02  1.869E-01
 8.072E+02  5.721E+02  5.023E-01
 1.303E+03  5.545E+02  1.809E-01
 1.006E+03  6.005E+02  3.560E-01
 1.353E+03  6.110E+02  2.041E-01
 6.972E+02  3.512E+02  2.537E-01
 1.646E+03  7.149E+02  1.885E-01
 1.725E+03  5.166E+02  8.968E-02
 1.201E+03  4.036E+02  1.129E-01
 8.712E+02  2.233E+02  6.569E-02
 2.461E+02  2.244E+02  8.311E-01
 1.814E+03  9.528E+02  2.760E-01
 1.737E+03  8.372E+02  2.322E-01
 7.921E+02  4.930E+02  3.875E-01
 6.285E+02  3.361E+02  2.860E-01
 1.190E+03  5.304E+02  1.986E-01
 1.244E+03  5.077E+02  1.666E-01
 5.389E+02  3.777E+02  4.913E-01
 1.032E+03  8.207E+02  6.329E-01
 9.617E+02  7.816E+02  6.605E-01
 6.093E+02  3.756E+02  3.799E-01
 1.459E+03  4.781E+02  1.074E-01
 3.248E+02  3.195E+02  9.678E-01
 6.543E+02  3.381E+02  2.670E-01
 8.223E+02  2.423E+02  8.680E-02
 6.414E+02  2.897E+02  2.040E-01
 1.665E+03  3.681E+02  4.885E-02
 1.876E+03  6.356E+02  1.148E-01
 1.391E+03  5.197E+02  1.397E-01
 7.800E+02  3.078E+02  1.557E-01
 9.070E+02  4.016E+02  1.960E-01
 9.304E+02  5.197E+02  3.119E-01
 5.581E+02  5.344E+02  9.168E-01
 1.615E+03  9.265E+02  3.289E-01
 8.207E+02  6.932E+02  7.136E-01
 1.003E+03  2.744E+02  7.489E-02
 1.274E+03  9.104E+02  5.103E-01
 1.117E+03  3.604E+02  1.042E-01
 8.294E+02  6.373E+02  5.904E-01
 1.906E+03  3.542E+02  3.455E-02
 9.276E+02  5.217E+02  3.164E-01
 1.212E+03  5.493E+02  2.055E-01
 6.306E+02  2.490E+02  1.559E-01
 7.232E+02  5.672E+02  6.151E-01
 1.506E+03  8.846E+02  3.451E-01
 1.520E+03  1.136E+03  5.582E-01
 6.842E+02  3.065E+02  2.007E-01
 4.065E+02  3.547E+02  7.612E-01
 1.040E+03  5.498E+02  2.794E-01
 1.189E+03  6.223E+02  2.739E-01
 8.666E+02  6.490E+02  5.608E-01
 1.189E+03  1.980E+02  2.775E-02
 9.479E+02  5.886E+02  3.856E-01
 8.753E+02  6.969E+02  6.340E-01
 7.575E+02  3.785E+02  2.497E-01
 1.677E+03  3.393E+02  4.096E-02
 5.134E+02  4.218E+02  6.751E-01
 1.022E+03  7.602E+02  5.531E-01
 1.223E+03  6.339E+02  2.688E-01
 1.439E+03  5.980E+02  1.727E-01
 1.953E+03  8.340E+02  1.823E-01
 5.763E+02  5.460E+02  8.977E-01
 7.871E+02  2.969E+02  1.423E-01
 6.803E+02  3.478E+02  2.613E-01
 1.212E+03  6.663E+02  3.023E-01
 8.367E+02  6.743E+02  6.494E-01
 1.997E+03  8.650E+02  1.877E-01
 9.094E+02  6.339E+02  4.860E-01
 8.836E+02  2.741E+02  9.627E-02
 5.706E+02  4.781E+02  7.022E-01
 6.052E+02  4.668E+02  5.948E-01
 5.721E+02  3.776E+02  4.357E-01
 7.434E+02  3.883E+02  2.728E-01
 6.240E+02  2.387E+02  1.463E-01
 6.673E+02  3.209E+02  2.313E-01
 9.613E+02  5.630E+02  3.430E-01
 7.070E+02  2.903E+02  1.686E-01
 1.058E+03  5.512E+02  2.713E-01
 8.536E+02  6.585E+02  5.951E-01
 1.688E+03  7.326E+02  1.883E-01
 8.125E+02  6.943E+02  7.302E-01
 7.668E+02  4.543E+02  3.510E-01
 1.177E+03  5.322E+02  2.045E-01
 3.183E+02  2.965E+02  8.678E-01
 9.919E+02  6.164E+02  3.861E-01
 1.019E+03  9.200E+01  8.152E-03
 8.554E+02  4.749E+02  3.082E-01
 1.271E+03  2.486E+02  3.827E-02
 7.797E+02  7.050E+02  8.176E-01
 2.388E+03  5.108E+02  4.574E-02
 1.296E+03  6.263E+02  2.335E-01
 1.531E+03  6.324E+02  1.707E-01
 1.207E+03  3.954E+02  1.072E-01
 1.309E+03  8.046E+02  3.777E-01
 1.843E+03  5.146E+02  7.795E-02
 9.655E+02  2.482E+02  6.610E-02
 7.078E+02  4.034E+02  3.249E-01
 8.366E+02  4.629E+02  3.062E-01
 9.008E+02  3.997E+02  1.969E-01
 1.244E+03  2.179E+02  3.069E-02
 8.511E+02  4.946E+02  3.377E-01
 1.727E+03  9.501E+02  3.027E-01
 2.366E+03  7.594E+02  1.031E-01
 9.910E+02  5.511E+02  3.093E-01
 7.833E+02  2.189E+02  7.808E-02
 6.538E+02  4.253E+02  4.232E-01
 8.161E+02  2.523E+02  9.560E-02
 1.183E+03  1.945E+02  2.705E-02
 1.232E+03  2.790E+02  5.129E-02
 8.383E+02  2.085E+02  6.189E-02
 1.474E+03  4.500E+02  9.321E-02
 1.149E+03  6.440E+02  3.140E-01
 2.073E+03  4.353E+02  4.410E-02
 9.102E+02  7.648E+02  7.060E-01
 7.352E+02  3.763E+02  2.620E-01
 9.293E+02  4.596E+02  2.446E-01
 1.149E+03  8.665E+02  5.688E-01
 9.597E+02  5.256E+02  2.999E-01
 1.549E+03  5.824E+02  1.413E-01
 1.096E+03  2.689E+02  6.013E-02
 1.782E+03  5.428E+02  9.276E-02
 1.115E+03  3.891E+02  1.218E-01
 4.301E+02  2.150E+02  2.499E-01
 6.935E+02  5.585E+02  6.486E-01
 1.104E+03  4.463E+02  1.633E-01
 2.290E+03  6.600E+02  8.303E-02
 3.859E+02  2.129E+02  3.045E-01
 9.472E+02  5.705E+02  3.627E-01
 7.619E+02  4.124E+02  2.930E-01
 1.145E+03  2.892E+02  6.374E-02
 8.114E+02  3.393E+02  1.748E-01
 1.042E+03  3.757E+02  1.301E-01
 9.944E+02  5.589E+02  3.159E-01
 1.084E+03  8.541E+02  6.205E-01
 8.102E+02  6.051E+02  5.578E-01
 7.927E+02  3.383E+02  1.822E-01
 1.507E+03  5.497E+02  1.331E-01
 7.890E+02  6.305E+02  6.386E-01
 4.752E+02  2.508E+02  2.784E-01
 2.054E+03  9.686E+02  2.225E-01
 8.588E+02  1.589E+02  3.425E-02
 1.011E+03  6.422E+02  4.037E-01
 4.905E+02  4.061E+02  6.856E-01
 1.644E+03  1.083E+02  4.344E-03
 1.352E+03  5.550E+02  1.685E-01
 6.605E+02  5.194E+02  6.183E-01
 9.340E+02  4.896E+02  2.748E-01
 4.805E+02  3.174E+02  4.362E-01
 8.967E+02  7.869E+02  7.700E-01
 7.665E+02  4.310E+02  3.162E-01
 9.460E+02  4.760E+02  2.531E-01
 8.887E+02  3.970E+02  1.996E-01
 8.250E+02  2.310E+02  7.837E-02
 1.132E+03  7.705E+02  4.633E-01
 9.401E+02  5.437E+02  3.345E-01
 8.184E+02  2.929E+02  1.281E-01
 1.852E+03  8.588E+02  2.149E-01
 6.621E+02  4.612E+02  4.852E-01
 5.726E+02  3.308E+02  3.338E-01
 7.819E+02  2.655E+02  1.153E-01
 5.791E+02  4.650E+02  6.447E-01
 1.451E+03  5.496E+02  1.435E-01
 9.741E+02  3.057E+02  9.849E-02
 7.209E+02  4.449E+02  3.808E-01
 6.881E+02  3.293E+02  2.290E-01
 9.317E+02  3.605E+02  1.497E-01
 1.025E+03  7.306E+02  5.078E-01
 7.920E+02  6.357E+02  6.442E-01
 6.706E+02  5.894E+02  7.726E-01
 9.784E+02  5.577E+02  3.249E-01
 1.396E+03  5.815E+02  1.736E-01
 6.557E+02  3.145E+02  2.301E-01
 7.150E+02  5.260E+02  5.412E-01
 9.865E+02  4.278E+02  1.881E-01
 8.199E+02  4.665E+02  3.237E-01
 1.156E+03  7.328E+02  4.020E-01
 8.538E+02  5.232E+02  3.755E-01
 1.008E+03  7.607E+02  5.695E-01
 6.677E+02  2.702E+02  1.637E-01
 8.733E+02  5.096E+02  3.405E-01
 7.149E+02  3.148E+02  1.939E-01
 1.056E+03  8.045E+02  5.805E-01
 7.336E+02  3.822E+02  2.715E-01
 1.381E+03  2.231E+02  2.610E-02
 1.314E+03  5.088E+02  1.500E-01
 4.101E+02  4.191E+02  1.045E+00
 3.530E+02  2.603E+02  5.440E-01
 8.779E+02  3.562E+02  1.646E-01
 6.382E+02  3.322E+02  2.710E-01
 1.367E+03  4.495E+02  1.082E-01
 3.510E+02  3.487E+02  9.872E-01
 1.026E+03  5.941E+02  3.354E-01
 1.334E+03  1.041E+03  6.087E-01
 1.960E+03  7.475E+02  1.454E-01
 1.405E+03  5.501E+02  1.533E-01
 1.258E+03  6.615E+02  2.766E-01
 1.670E+03  4.495E+02  7.249E-02
 1.886E+03  4.319E+02  5.244E-02
 1.427E+03  7.774E+02  2.967E-01
 3.671E+03  2.042E+02  3.094E-03
 1.243E+03  7.353E+02  3.500E-01
 7.526E+02  2.321E+02  9.507E-02
 1.092E+03  7.571E+02  4.811E-01
 5.573E+02  2.760E+02  2.452E-01
 1.382E+03  5.707E+02  1.705E-01
 5.574E+02  1.838E+02  1.087E-01
 7.693E+02  4.123E+02  2.873E-01
 1.284E+03  3.969E+02  9.550E-02
 4.122E+02  1.695E+02  1.692E-01
 7.856E+02  5.774E+02  5.402E-01
 4.737E+02  4.415E+02  8.686E-01
 8.779E+02  5.933E+01  4.568E-03
 2.031E+03  7.369E+02  1.316E-01
 5.960E+02  2.988E+02  2.513E-01
 9.124E+02  6.157E+02  4.554E-01
 7.600E+02  5.896E+02  6.017E-01
 1.161E+03  8.056E+02  4.813E-01
 7.081E+02  2.453E+02  1.200E-01
 1.820E+03  5.829E+02  1.026E-01
 6.330E+02  1.749E+02  7.632E-02
 5.687E+02  7.710E+01  1.838E-02
 7.559E+02  6.403E+02  7.175E-01
 9.576E+02  5.456E+02  3.246E-01
 7.191E+02  3.855E+02  2.874E-01
 1.165E+03  2.975E+02  6.518E-02
 1.309E+03  5.429E+02  1.720E-01
 9.375E+02  4.072E+02  1.886E-01
 8.505E+02  5.589E+02  4.318E-01
 1.691E+03  2.178E+02  1.658E-02
 5.445E+02  3.499E+02  4.130E-01
 8.599E+02  4.893E+02  3.238E-01
 1.178E+03  4.918E+02  1.743E-01
 3.411E+03  4.536E+02  1.769E-02
 1.684E+03  4.662E+02  7.661E-02
 8.027E+02  3.992E+02  2.474E-01
 1.268E+03  3.882E+02  9.369E-02
 1.706E+03  8.342E+02  2.392E-01
 5.000E+02  4.191E+02  7.028E-01
 1.182E+03  9.420E+02  6.357E-01
 5.531E+02  4.271E+02  5.965E-01
 1.643E+03  7.513E+02  2.090E-01
 1.844E+03  8.031E+02  1.897E-01
 5.618E+02  4.579E+02  6.644E-01
 3.401E+02  2.963E+02  7.592E-01
 7.278E+02  3.144E+02  1.866E-01
 8.949E+02  2.417E+02  7.293E-02
 1.241E+03  6.214E+02  2.507E-01
 7.135E+02  6.714E+02  8.856E-01
 5.870E+02  4.264E+02  5.277E-01
 1.089E+03  5.496E+02  2.548E-01
 1.916E+03  5.310E+02  7.682E-02
 6.538E+02  4.622E+02  4.996E-01
 1.139E+03  4.822E+02  1.793E-01
 1.286E+03  6.159E+02  2.293E-01
 1.351E+03  4.595E+02  1.156E-01
 9.935E+02  3.877E+02  1.523E-01
 1.268E+03  5.957E+02  2.207E-01
 4.550E+02  3.342E+02  5.395E-01
 6.986E+02  5.992E+02  7.358E-01
 9.808E+02  5.475E+02  3.116E-01
 1.400E+03  6.685E+02  2.279E-01
 1.720E+03  4.102E+02  5.684E-02
 5.050E+02  3.658E+02  5.248E-01
 2.240E+03  1.276E+03  3.247E-01
 9.393E+02  2.340E+02  6.206E-02
 9.416E+02  3.867E+02  1.686E-01
 6.948E+02  4.196E+02  3.647E-01
 1.074E+03  5.766E+02  2.882E-01
 6.261E+02  4.501E+02  5.167E-01
 8.706E+02  3.680E+02  1.787E-01
 8.348E+02  3.442E+02  1.699E-01
 7.098E+02  5.030E+02  5.022E-01
 7.449E+02  3.468E+02  2.167E-01
 9.832E+02  6.718E+02  4.669E-01
 1.122E+03  1.459E+02  1.690E-02
 6.258E+02  5.032E+02  6.464E-01
 5.566E+02  3.876E+02  4.850E-01
 9.212E+02  5.798E+02  3.961E-01
 7.774E+02  6.258E+02  6.480E-01
 1.430E+03  7.703E+02  2.901E-01
 1.034E+03  4.584E+02  1.967E-01
 5.414E+02  4.021E+02  5.516E-01
 1.208E+03  4.603E+02  1.451E-01
 6.554E+02  5.133E+02  6.133E-01
 1.360E+03  4.822E+02  1.257E-01
 1.516E+03  3.111E+02  4.212E-02
 2.037E+03  1.297E+03  4.054E-01
 1.855E+03  5.389E+02  8.440E-02
 1.002E+03  8.219E+02  6.722E-01
 9.019E+02  3.572E+02  1.568E-01
 7.534E+02  6.091E+02  6.536E-01
 1.252E+03  7.681E+02  3.762E-01
 7.414E+02  6.136E+02  6.851E-01
 4.725E+02  2.613E+02  3.059E-01
 7.846E+02  1.204E+02  2.356E-02
 7.796E+02  4.234E+02  2.949E-01
 1.159E+03  5.683E+02  2.405E-01
 6.465E+02  6.186E+02  9.156E-01
 7.216E+02  5.179E+02  5.151E-01
 1.425E+03  4.748E+02  1.111E-01
 9.580E+02  4.021E+02  1.761E-01
 1.127E+03  4.412E+02  1.532E-01
 8.661E+02  3.614E+02  1.741E-01
 2.135E+03  2.624E+02  1.511E-02
 6.112E+02  2.998E+02  2.406E-01
 1.859E+03  7.553E+02  1.651E-01
 1.074E+03  3.451E+02  1.032E-01
 6.702E+02  2.792E+02  1.736E-01
 8.955E+02  5.236E+02  3.419E-01
 9.673E+02  4.662E+02  2.323E-01
 9.409E+02  3.856E+02  1.680E-01
 1.154E+03  4.540E+02  1.549E-01
 1.519E+03  5.651E+02  1.384E-01
 1.243E+03  6.986E+02  3.159E-01
 1.053E+03  5.479E+02  2.708E-01
 1.006E+03  3.758E+02  1.396E-01
 6.414E+02  2.232E+02  1.211E-01
 1.155E+03  5.970E+02  2.672E-01
 8.235E+02  4.833E+02  3.445E-01
 1.000E+03  7.849E+02  6.156E-01
 5.336E+02  4.197E+02  6.186E-01
 9.705E+02  4.570E+02  2.218E-01
 1.113E+03  2.787E+02  6.265E-02
 1.132E+03  6.157E+02  2.960E-01
 4.363E+02  1.906E+02  1.908E-01
 9.563E+02  6.344E+02  4.400E-01
 7.453E+02  5.103E+02  4.687E-01
 1.286E+03  7.635E+02  3.522E-01
 1.160E+03  4.006E+02  1.191E-01
 7.736E+02  3.556E+02  2.112E-01
 1.045E+03  6.456E+02  3.816E-01
 6.567E+02  5.146E+02  6.140E-01
 1.083E+03  2.481E+02  5.253E-02
 1.071E+03  5.937E+02  3.076E-01
 1.192E+03  7.075E+02  3.525E-01
 7.189E+02  5.602E+02  6.073E-01
 1.890E+03  2.192E+02  1.345E-02
 6.630E+02  4.962E+02  5.602E-01
 1.193E+03  5.926E+02  2.468E-01
 9.265E+02  6.038E+02  4.247E-01
 7.812E+02  6.671E+02  7.291E-01
 1.058E+03  3.668E+02  1.202E-01
 9.118E+02  6.842E+02  5.630E-01
 1.194E+03  8.884E+02  5.533E-01
 8.817E+02  4.916E+02  3.109E-01
 1.388E+03  8.974E+02  4.183E-01
 1.033E+03  6.441E+02  3.886E-01
 9.249E+02  1.598E+02  2.986E-02
 6.428E+02  2.691E+02  1.753E-01
 4.317E+03  1.176E+03  7.421E-02
 6.568E+02  3.434E+02  2.733E-01
 1.035E+03  7.003E+02  4.580E-01
 8.395E+02  4.765E+02  3.222E-01
 7.190E+02  5.422E+02  5.687E-01
 1.340E+03  4.276E+02  1.018E-01
 4.436E+02  2.559E+02  3.328E-01
 1.165E+03  6.611E+02  3.221E-01
 6.707E+02  4.941E+02  5.427E-01
 1.503E+03  7.455E+02  2.461E-01
 1.109E+03  2.351E+02  4.495E-02
 1.497E+03  6.779E+02  2.052E-01
 7.589E+02  4.192E+02  3.051E-01
 6.204E+02  4.686E+02  5.705E-01
 1.385E+03  6.982E+02  2.541E-01
 8.934E+02  5.539E+02  3.844E-01
 1.232E+03  2.529E+02  4.215E-02
 6.770E+02  2.901E+02  1.836E-01
 7.583E+02  2.173E+02  8.213E-02
 8.081E+02  4.408E+02  2.975E-01
 7.569E+02  3.809E+02  2.533E-01
 1.688E+03  3.614E+02  4.584E-02
 1.405E+03  7.099E+02  2.553E-01
 1.152E+03  3.367E+02  8.543E-02
 1.056E+03  2.925E+02  7.675E-02
 6.494E+02  4.632E+02  5.089E-01
 9.833E+02  5.263E+02  2.865E-01
 7.426E+02  2.498E+02  1.131E-01
 7.228E+02  2.305E+02  1.017E-01
 9.821E+02  8.193E+01  6.960E-03
 9.933E+02  6.693E+02  4.540E-01
 1.584E+03  5.025E+02  1.006E-01
 6.875E+02  4.783E+02  4.839E-01
 1.204E+03  8.489E+02  4.969E-01
 2.006E+03  9.325E+02  2.161E-01
 7.548E+02  4.335E+02  3.298E-01
 1.192E+03  3.225E+02  7.326E-02
 1.575E+03  5.468E+02  1.205E-01
 1.171E+03  3.272E+02  7.805E-02
 7.043E+02  4.358E+02  3.829E-01
 8.061E+02  3.524E+02  1.911E-01
 1.082E+03  4.762E+02  1.938E-01
 1.371E+03  3.175E+02  5.361E-02
 7.465E+02  1.685E+02  5.094E-02
 9.172E+02  4.803E+02  2.742E-01
 5.423E+02  4.367E+02  6.485E-01
 9.955E+02  7.144E+02  5.151E-01
 6.974E+02  3.733E+02  2.865E-01
 7.076E+02  5.436E+02  5.903E-01
 7.365E+02  5.409E+02  5.394E-01
 6.763E+02  5.074E+02  5.628E-01
 1.047E+03  7.127E+02  4.630E-01
 1.014E+03  6.295E+02  3.852E-01
 5.648E+02  1.403E+02  6.168E-02
 1.557E+03  7.335E+02  2.219E-01
 8.620E+02  4.399E+02  2.604E-01
 1.183E+03  3.039E+02  6.597E-02
 7.343E+02  3.012E+02  1.682E-01
 2.098E+03  2.426E+02  1.337E-02
 1.408E+03  4.208E+02  8.928E-02
 5.735E+02  4.244E+02  5.475E-01
 1.189E+03  2.462E+02  4.288E-02
 7.716E+02  4.524E+02  3.438E-01
 1.681E+03  6.629E+02  1.555E-01
 1.501E+03  5.180E+02  1.191E-01
 1.049E+03  5.681E+02  2.931E-01
 1.205E+03  8.112E+02  4.536E-01
 1.487E+03  5.822E+02  1.533E-01
 1.037E+03  4.077E+02  1.546E-01
 2.045E+03  4.994E+02  5.961E-02
 8.845E+02  4.296E+02  2.360E-01
 6.061E+02  5.652E+02  8.695E-01
 7.112E+02  2.477E+02  1.213E-01
 6.045E+02  4.268E+02  4.987E-01
 1.108E+03  7.163E+02  4.177E-01
 5.596E+02  3.153E+02  3.174E-01
 4.432E+02  3.746E+02  7.144E-01
 1.139E+03  6.119E+02  2.887E-01
 7.512E+02  2.748E+02  1.338E-01
 1.315E+03  4.785E+02  1.324E-01
 5.380E+02  3.086E+02  3.289E-01
 1.020E+03  3.086E+02  9.152E-02
 1.479E+03  4.645E+02  9.864E-02
 8.916E+02  3.068E+02  1.184E-01
 9.501E+02  2.506E+02  6.957E-02
 1.160E+03  4.063E+02  1.227E-01
 1.754E+03  4.432E+02  6.381E-02
 6.335E+02  2.456E+02  1.503E-01
 1.079E+03  7.542E+02  4.887E-01
 8.324E+02  1.337E+02  2.581E-02
 5.811E+02  3.975E+02  4.679E-01
 1.212E+03  7.964E+02  4.315E-01
 1.897E+03  5.380E+02  8.047E-02
 1.500E+03  3.938E+02  6.890E-02
 5.138E+02  3.551E+02  4.778E-01
 1.194E+03  5.230E+02  1.920E-01
 2.207E+03  3.192E+02  2.093E-02
 5.882E+02  3.025E+02  2.645E-01
